geneID	HS01	HS02	HS03	HS04	HS05	CL08	CL10	CL11	CL12	CL13
MMP1	-0.08048978465064699	1.8647424801996277	-0.04691827024394063	1.8735078762610258	3.135908624401562	9.686388696203814	11.286415277418365	12.955748596138273	12.704406569259334	12.153117219746209
MMP10	-2.6816284088884146	-1.4660797677605988	-3.4841247666094333	-5.180930543871455	-2.222328138948477	3.4735244767717792	5.16913346489804	5.475512514638352	2.984167072567848	1.0599990248262752
MMP12	-6.473443889334508	0.2180970664660593	-2.2745791150811465	-0.5939242084270757	-2.222328138948477	5.775954144819842	7.744090009669874	3.3184203697813515	6.796212327542732	7.396597704390471
MMP13	-0.3468910988208804	0.6422312368839356	0.024040151475835096	0.06804437407749796	0.39774875764112566	5.318091611969092	4.780754549249342	3.0827932827246958	3.456893719180676	2.998323604144309
MMP14	7.198872442916227	7.222221304145577	6.993196196837772	7.429852015575808	7.714180325035623	9.141728928376702	9.542458816882181	9.337536168682393	9.545462575210514	9.382392547611909
MMP19	1.3921447173957864	2.3129406799412604	2.701853335880779	2.5187137992886943	2.970420778418034	4.484891778500191	4.9995066889098085	4.451808757216977	4.358852584373852	4.842387244373492
MMP2	6.8095798333409006	8.193697568859845	7.6569071052649855	8.379633534033916	8.959481477340598	9.589546435066971	9.914974697152502	10.28056209248008	10.063638989085675	10.672072629220892
MMP25	-0.6525087865681563	0.27056775038190617	0.9549740110797315	0.9245517338211092	0.9706632629732443	3.359836875538018	3.581317606161808	3.9600033463795548	4.192685964619112	3.4847678437384095
MMP28	4.914277556210458	5.107270860053827	4.916456040262685	5.168312096360644	4.71625441680631	2.932410138937856	2.4243949138576197	2.154576273852058	2.7266563063293545	2.7285765696931406
MMP3	1.6204245510502255	1.1246193777397868	0.9604362152667396	1.9238609527272648	1.040552703231115	6.07986215471943	9.88523538002197	10.807160248544974	11.029542519034466	10.55443997700432
MMP9	0.14441515044701597	5.2856964329791545	2.3751591144084223	2.606125040114149	1.979288108242004	8.821502260353654	7.847433812316123	5.6154873593716275	7.0362927795378205	7.7192047363151755
MNDA	3.1565668189466427	3.8770421998972644	3.037902514364421	4.0406780050417765	2.0887474016323453	6.091311281225548	6.8641903701869005	6.515185796882257	6.952538099897231	6.582934981860695
MORN4	2.14847160449695	1.7777459059619665	3.2813147321945397	2.246530390851904	3.2468912688249505	0.08986496038518382	0.29933806270698743	0.8120538795946821	-0.7951421438677296	0.9089330600670129
MPEG1	4.272582783465799	5.850588764775805	5.27503664103905	6.160363696636892	5.772233856915463	8.255181347671542	8.420818910795882	8.164077010336795	8.882345751552611	8.654312768646921
MPP1	3.8449229167494328	4.43852110926086	3.921641806814623	4.198709805970536	4.452043554791692	6.277792251897041	6.153915502803758	6.040578569963311	6.508881254564842	6.764639616153176
MPP7	8.172119912427338	7.882184365237872	7.489490266047206	7.709338879777563	8.220128613086416	6.479317838114585	3.5869620564623443	4.802388788920715	4.954249182202468	4.991336596076292
MPPED2	2.0240449286646593	1.8631075065490896	3.045123014775169	1.3394251445957743	1.7051729369002349	-0.6625112811557455	0.3522679151108756	0.03135717329403213	0.20966438020217168	-0.3185712904622258
MS4A1	-3.6075629853227595	-1.7773312333994387	-2.291553543874728	-0.47743080409386823	-2.222328138948477	2.905550708437623	3.8761576497838086	4.420637148328868	3.4214213091985357	3.1047177663680636
MS4A14	-2.5592671411700687	-0.03086525387377005	0.5690302764195883	1.7206839374720972	-0.21396989408861436	1.99116660322098	3.01835599269121	2.8558542352588874	2.2934732589529396	3.6696630314867895
